 longitude	latitude	housing_median_age	total_rooms	total_bedrooms	population	households	median_income	median_house_value	ocean_proximity
-122.36	37.96	39	246	57	316	52	0.716	104200	NEAR BAy
-122.36	37.96	31	1157	276	956	232	1.5347	80400	NEAR BAy
-122.36	37.95	40	408	102	302	81	1.8333	69800	NEAR BAy
-122.37	37.95	35	215	45	100	34	1.6023	81300	NEAR BAy
-122.37	37.95	32	1298	363	716	268	0.9797	76400	NEAR BAy
-122.37	37.96	37	1572	402	1046	350	0.7403	68600	NEAR BAy
-122.41	37.98	36	60	15	42	25	1.4583	67500	NEAR BAy
-122.34	37.98	33	2014	410	1354	427	3.9773	131300	NEAR BAy
-122.35	37.98	34	3756	726	2237	686	3.7562	132900	NEAR BAy
-122.34	37.97	19	392	109	287	81	6.0426	110000	NEAR BAy
-122.35	37.96	32	1991	504	1139	423	2.0353	113600	NEAR BAy
-122.35	37.97	43	2178	482	1545	471	2.5863	112200	NEAR BAy
-122.35	37.97	31	2892	685	2104	641	3.2188	113800	NEAR BAy
-122.32	37.97	33	1595	292	991	300	4.6937	134100	NEAR BAy
-122.32	37.97	33	1156	190	643	209	4.5	156600	NEAR BAy
-122.33	37.97	19	5151	1335	2548	1165	3.3125	158800	NEAR BAy
-122.33	37.98	32	1967	348	1144	364	4.4135	150100	NEAR BAy
-122.33	37.97	45	1982	376	1179	398	3.5463	130800	NEAR BAy
-122.34	37.97	19	2237	580	1438	551	2.3382	120700	NEAR BAy
-122.33	37.96	46	1222	236	819	251	3.9118	129400	NEAR BAy
-122.35	37.96	36	2191	531	1563	524	2.5164	114200	NEAR BAy
-122.35	37.96	29	1899	524	1357	443	1.875	97200	NEAR BAy
-122.35	37.96	35	1326	346	1023	295	2.0724	97700	NEAR BAy
-122.35	37.95	31	2449	595	1801	548	2.6328	110300	NEAR BAy
-122.35	37.96	34	1428	335	1272	319	2.5461	93900	NEAR BAy
-122.36	37.96	30	950	317	1073	280	1.8664	107800	NEAR BAy
-122.32	37.96	25	1728	403	934	412	3.375	133700	NEAR BAy
-122.32	37.96	34	2070	357	784	294	4.0417	182800	NEAR BAy
-122.32	37.95	35	1612	354	887	331	2.5769	146100	NEAR BAy
-122.33	37.95	22	2099	569	1135	509	2.1915	120800	NEAR BAy
-122.34	37.96	15	6487	1717	3408	1560	2.1991	133300	NEAR BAy
-122.34	37.96	33	1817	441	1220	389	2.5382	103600	NEAR BAy
-122.32	37.94	38	2751	522	1390	489	3.7277	165100	NEAR BAy
-122.32	37.94	46	1901	295	833	352	5.5196	210800	NEAR BAy
-122.32	37.93	40	1141	213	434	196	3.9464	186900	NEAR BAy
-122.33	37.95	42	1627	336	848	316	3.7708	144600	NEAR BAy
-122.33	37.94	45	1226	279	590	260	2.8833	140400	NEAR BAy
-122.33	37.94	47	1882	361	797	342	3.5848	140800	NEAR BAy
-122.33	37.94	43	1876	389	807	377	3.1571	141600	NEAR BAy
-122.33	37.94	42	1695	345	719	334	3.9417	139100	NEAR BAy
-122.33	37.94	44	1769	332	828	309	4.0526	150800	NEAR BAy
-122.34	37.95	45	1128	240	702	270	3.6719	134100	NEAR BAy
-122.33	37.95	45	1585	329	981	373	3.0313	135800	NEAR BAy
-122.33	37.95	46	1543	339	777	322	4.0927	142600	NEAR BAy
-122.34	37.95	44	1675	317	806	311	3.0694	135300	NEAR BAy
-122.34	37.95	44	1788	368	933	329	2.875	133400	NEAR BAy
-122.34	37.95	39	1986	427	1041	385	3.2333	135100	NEAR BAy
-122.34	37.95	38	1340	298	766	241	3.2833	111700	NEAR BAy
-122.35	37.95	45	2142	431	1318	431	3.0737	111600	NEAR BAy
-122.35	37.95	42	1485	290	971	303	3.6094	114600	NEAR BAy
-122.36	37.95	38	1042	289	773	248	2.7714	104700	NEAR BAy
-122.34	37.94	47	2313	433	947	430	3.942	143300	NEAR BAy
-122.34	37.94	44	1917	444	936	435	2.7391	140300	NEAR BAy
-122.34	37.94	31	1611	455	786	411	1.681	145500	NEAR BAy
-122.34	37.94	42	2206	451	989	444	3.125	143900	NEAR BAy
-122.35	37.94	45	2112	493	1406	452	2.3456	105200	NEAR BAy
-122.35	37.94	34	1880	459	1358	422	1.6571	105200	NEAR BAy
-122.35	37.94	47	1275	275	844	273	2.8967	95600	NEAR BAy
-122.36	37.95	38	1066	248	729	286	1.5139	81700	NEAR BAy
-122.36	37.94	45	907	188	479	161	3.0862	79000	NEAR BAy
-122.36	37.94	27	844	249	583	265	0.9687	105800	NEAR BAy
-122.36	37.94	26	1540	343	1007	338	1.3365	72900	NEAR BAy
-122.36	37.94	41	2591	585	1638	462	1.822	79700	NEAR BAy
-122.37	37.94	49	969	229	599	195	1.3167	71600	NEAR BAy
-122.35	37.93	19	1334	366	1048	316	1.7865	88000	NEAR BAy
-122.35	37.93	28	1995	488	1182	439	2.3352	84300	NEAR BAy
-122.36	37.94	43	369	107	371	111	1.6	79400	NEAR BAy
-122.36	37.93	17	1258	254	885	229	3.05	121600	NEAR BAy
-122.37	37.94	40	1064	266	912	239	1.0521	69100	NEAR BAy
-122.37	37.93	45	3150	756	1798	749	1.75	37900	NEAR BAy
-122.38	37.91	18	3507	711	1224	676	5.0524	269800	NEAR BAy
-122.42	37.93	47	3453	779	1353	728	4.016	274500	NEAR BAy
-122.41	37.94	52	154	33	89	38	3.2875	275000	NEAR BAy
-122.34	37.93	30	2515	481	1327	428	2.1287	95000	NEAR BAy
-122.35	37.93	39	2002	416	1166	395	1.7257	91500	NEAR BAy
-122.36	37.93	44	1891	449	1047	432	1.7727	86100	NEAR BAy
-122.36	37.93	42	1796	389	1107	372	1.9375	87000	NEAR BAy
-122.37	37.93	37	709	190	644	174	0.8641	84200	NEAR BAy
-122.33	37.91	36	1954	513	1437	440	1.125	93800	NEAR BAy
-122.35	37.92	36	921	200	585	236	1.9224	94000	NEAR BAy
-122.36	37.92	52	215	41	126	43	1.3929	104200	NEAR BAy
-122.35	37.91	4	2851	798	1285	712	4.2895	186800	NEAR BAy
-122.33	37.93	34	2326	471	1356	441	2.3475	90300	NEAR BAy
-122.33	37.93	27	2158	424	1220	442	3.0156	111500	NEAR BAy
-122.34	37.93	32	2389	652	1672	584	1.4423	88300	NEAR BAy
-122.34	37.93	45	2225	486	1304	459	2.64	112100	NEAR BAy
-122.35	37.93	41	268	75	198	82	3.2222	156300	NEAR BAy
-122.32	37.92	29	2304	399	1377	454	5.0187	140600	NEAR BAy
-122.33	37.92	26	3887	779	2512	740	2.2301	122400	NEAR BAy
-122.32	37.92	28	4649	977	2606	953	3.2674	129100	NEAR BAy
-122.32	37.91	34	2669	647	1341	555	2.6399	119600	NEAR BAy
-122.31	37.91	39	2955	696	1417	682	2.7628	167800	NEAR BAy
-122.31	37.91	43	2549	511	1060	528	3.6417	178400	NEAR BAy
-122.31	37.91	45	3924	834	1992	773	4.1146	177800	NEAR BAy
-122.31	37.93	39	2505	371	872	345	5.3433	286500	NEAR BAy
-122.31	37.93	36	2403	408	917	404	5.0399	253400	NEAR BAy
-122.32	37.93	40	3056	489	1103	481	5.1067	247300	NEAR BAy
-122.32	37.94	47	1911	283	697	275	6.2712	267700	NEAR BAy
-122.3	37.92	32	3943	605	1524	614	6.0677	321600	NEAR BAy
-122.29	37.92	35	583	88	235	84	5.943	288200	NEAR BAy
-122.29	37.92	32	1736	234	602	231	6.516	401000	NEAR BAy
-122.3	37.93	34	2254	357	715	306	4.5	304000	NEAR BAy
-122.31	37.93	36	1526	256	696	263	3.5089	261900	NEAR BAy
-122.32	37.93	33	296	73	216	63	2.675	22500	NEAR BAy
-122.31	37.92	30	1014	236	537	204	2.8456	183300	NEAR BAy
-122.31	37.92	38	1250	236	631	279	3.724	220100	NEAR BAy
-122.31	37.92	12	1895	600	983	519	2.5	195800	NEAR BAy
-122.32	37.92	22	1119	220	565	199	3.3594	186900	NEAR BAy
-122.31	37.92	43	2116	407	900	361	4.1587	212200	NEAR BAy
-122.3	37.92	33	1615	271	710	285	4.0804	239000	NEAR BAy
-122.31	37.91	31	1432	348	681	348	2.7243	218100	NEAR BAy
-122.3	37.91	39	2686	569	1159	559	2.9441	200400	NEAR BAy
-122.3	37.91	40	2866	617	1305	589	3.6321	209100	NEAR BAy
-122.3	37.9	37	2125	489	912	462	2.9219	217200	NEAR BAy
-122.3	37.9	41	2053	435	873	415	3.4091	223000	NEAR BAy
-122.3	37.9	35	1102	308	688	303	2.3946	141700	NEAR BAy
-122.3	37.9	30	1772	471	880	437	2.2672	162500	NEAR BAy
-122.29	37.92	36	1450	235	568	234	6	311400	NEAR BAy
-122.29	37.91	38	2591	424	905	378	5.1691	263200	NEAR BAy
-122.29	37.91	46	2085	346	748	354	4.0536	262000	NEAR BAy
-122.29	37.91	40	2085	329	796	339	5.5357	273700	NEAR BAy
-122.29	37.9	52	2657	500	1131	489	4.4286	234900	NEAR BAy
-122.28	37.91	38	2501	348	805	329	6.5576	358500	NEAR BAy
-122.28	37.9	49	3191	516	1148	507	6.3538	333700	NEAR BAy
-122.28	37.9	52	1369	249	490	248	4.1212	287500	NEAR BAy
-122.28	37.91	41	3009	482	1053	490	5.828	324400	NEAR BAy
-122.27	37.91	47	1930	315	692	296	6.3669	315500	NEAR BAy
-122.28	37.91	48	2083	298	685	286	7.3089	331200	NEAR BAy
-122.49	38.1	43	1226	244	491	205	4.9286	307000	NEAR BAy
-122.54	38.14	16	4431	603	1659	630	7.5412	392100	NEAR BAy
-122.55	38.1	26	5188	892	2341	906	5.0029	255600	NEAR BAy
-122.57	38.11	24	2863	734	1583	682	3.1981	215300	NEAR BAy
-122.57	38.11	32	3521	748	1706	723	3.4705	228600	NEAR BAy
-122.58	38.12	13	5027	871	1912	770	4.9286	309500	NEAR BAy
-122.58	38.1	22	11872	2300	5600	2200	4.6463	276300	NEAR BAy
-122.58	38.08	27	10839	1637	4406	1623	5.615	285600	NEAR BAy
-122.55	38.07	5	1495	235	555	201	6.7232	345000	NEAR BAy
-122.56	38.09	17	9614	2123	4684	2060	4.1705	209800	NEAR BAy
-122.56	38.06	19	15622	2721	6109	2615	5.0965	295300	NEAR BAy
-122.55	38.07	38	3392	709	1894	713	3.0573	350800	NEAR BAy
-122.41	38.07	20	4536	708	1812	701	6.0433	435900	NEAR BAy
-122.51	38.06	24	9493	1935	5162	1880	3.0742	118800	NEAR BAy
-122.53	38.01	16	1495	292	472	284	3.4432	67500	NEAR BAy
-122.44	38.03	13	4284	1042	2146	937	4.1289	179200	NEAR BAy
-122.45	38.01	36	4501	832	2196	800	4.3182	252700	NEAR BAy
-122.53	38.01	27	3121	531	1318	489	5.4781	310900	NEAR BAy
-122.51	38	17	2449	536	1157	543	3.9519	274200	NEAR BAy
-122.49	38	26	48	8	19	8	7.7197	400000	NEAR BAy
-122.55	38.03	29	7174	1169	3063	1172	6.0902	293200	NEAR BAy
-122.57	38.03	24	2330	322	911	320	6.5253	387700	NEAR BAy
-122.56	38.03	34	1887	290	815	283	6.5249	324800	NEAR BAy
-122.59	38.04	25	3412	455	1238	406	8.3646	397300	NEAR BAy
-122.57	38.02	33	9531	1487	3798	1409	5.6512	314000	NEAR BAy
-122.56	38.01	21	2144	400	840	398	4.6	239500	NEAR BAy
-122.55	38.02	27	4985	711	1928	742	6.4978	361500	NEAR BAy
-122.55	38.01	27	3966	577	1657	611	6.3314	342200	NEAR BAy
-122.54	38	28	3416	826	1694	800	3.18	277000	NEAR BAy
-122.55	38	18	3119	803	1395	722	3.9265	301100	NEAR BAy
-122.54	37.99	32	2236	348	818	330	7.3521	444000	NEAR BAy
-122.52	37.98	31	6555	1571	2962	1464	2.8903	324200	NEAR BAy
-122.54	37.98	52	1758	316	607	264	5.5083	371900	NEAR BAy
-122.55	37.99	34	3306	555	1398	585	4.8993	319900	NEAR BAy
-122.53	37.98	32	2390	336	810	354	8.5759	500001	NEAR BAy
-122.55	37.98	31	3807	828	1581	795	3.293	337500	NEAR BAy
-122.51	37.99	32	4138	632	1541	626	5.5791	433300	NEAR BAy
-122.51	37.98	37	4801	699	1830	679	6.0762	487800	NEAR BAy
-122.51	37.97	37	4296	1089	2100	1025	3.2462	329400	NEAR BAy
-122.47	37.99	22	7274	1002	2468	957	7.494	439200	NEAR BAy
-122.46	37.98	10	1325	189	427	162	12.0933	500001	NEAR BAy
-122.49	37.99	27	5470	755	1916	764	6.994	420800	NEAR BAy
-122.49	37.98	34	1256	178	460	174	6.4271	451700	NEAR BAy
-122.53	37.97	52	205	119	228	132	1.9063	200000	NEAR BAy
-122.53	37.97	52	1560	451	700	419	2.5125	270800	NEAR BAy
-122.53	37.97	44	3595	953	1831	910	2.6036	287500	NEAR BAy
-122.54	37.97	39	4193	762	1833	737	5.6263	352100	NEAR BAy
-122.52	37.97	33	563	194	265	169	2.75	231300	NEAR BAy
-122.51	37.96	39	3302	684	1574	653	3.6863	263800	NEAR BAy
-122.52	37.96	35	2012	346	818	352	5.2818	331000	NEAR BAy
-122.53	37.97	37	1340	322	621	314	3.5588	268800	NEAR BAy
-122.52	37.95	37	350	57	179	69	6.2862	500001	NEAR BAy
-122.53	37.96	35	908	194	413	197	3.9917	290800	NEAR BAy
-122.47	37.95	16	3769	839	1986	815	3.9712	187500	NEAR BAy
-122.5	37.96	16	100	20	45	25	6.1359	212500	NEAR BAy
-122.5	37.97	25	6526	1902	5917	1812	2.7273	187500	NEAR BAy
-122.59	37.99	36	4869	871	1899	827	4.1659	302000	NEAR BAy
-122.59	38.01	35	8814	1307	3450	1258	6.1724	414300	NEAR BAy
-122.57	37.99	45	2404	425	926	400	4.9674	320100	NEAR BAy
-122.57	37.99	38	5587	996	2466	1027	4.1711	336900	NEAR BAy
-122.57	37.98	49	2860	552	1178	522	4.625	355000	NEAR BAy
-122.58	37.98	52	3675	649	1553	639	4.6905	316300	NEAR BAy
-122.58	37.98	52	1180	216	467	197	4.9615	292200	NEAR BAy
-122.56	37.98	36	2649	542	1111	557	4.8056	345700	NEAR BAy
-122.56	37.97	52	1833	324	735	306	4.6944	398900	NEAR BAy
-122.57	37.97	47	5416	1115	2177	1027	3.5055	382100	NEAR BAy
-122.55	37.97	52	2232	291	731	253	7.1155	500001	NEAR BAy
-122.57	37.96	52	3458	468	1449	471	9.1834	500001	NEAR BAy
-122.56	37.94	36	2023	242	653	241	10.6272	500001	NEAR BAy
-122.54	37.96	44	1552	204	596	208	10.129	500001	NEAR BAy
-122.54	37.96	33	2534	495	996	449	4.3083	500001	NEAR BAy
-122.54	37.95	38	2310	400	971	386	5.697	435700	NEAR BAy
-122.52	37.95	33	4448	631	1675	628	7.8904	468800	NEAR BAy
-122.53	37.95	22	7446	1979	2980	1888	3.5838	271300	NEAR BAy
-122.53	37.96	36	4385	620	1549	626	8.3935	470500	NEAR BAy
-122.53	37.93	42	2171	362	887	347	6.6125	393200	NEAR BAy
-122.54	37.93	43	2998	470	970	430	5.5385	431800	NEAR BAy
-122.54	37.94	39	3670	775	1519	788	4.4081	435200	NEAR BAy
-122.54	37.94	26	3990	804	1550	792	5.1834	405500	NEAR BAy
-122.52	37.94	18	1804	284	600	241	5.9582	500001	NEAR BAy
-122.53	37.94	18	878	255	384	247	4.7344	200000	NEAR BAy
-122.52	37.93	34	2782	502	1219	507	5.0779	333900	NEAR BAy
-122.51	37.92	32	2622	541	1022	464	3.7647	375000	NEAR BAy
-122.52	37.92	24	421	64	163	75	14.5833	500001	NEAR BAy
-122.53	37.92	42	1741	301	723	306	5.5379	410500	NEAR BAy
-122.53	37.93	37	1722	352	648	337	4.125	310300	NEAR BAy
-122.53	37.92	45	1530	324	608	328	3.875	390800	NEAR BAy
-122.52	37.92	47	793	163	334	151	5.8509	317800	NEAR BAy
-122.5	37.92	32	2639	415	1013	408	6.1632	349200	NEAR BAy
-122.5	37.92	30	2270	359	974	351	5.5926	300900	NEAR BAy
-122.49	37.92	26	2170	347	849	318	6.2953	386200	NEAR BAy
-122.51	37.91	2	647	136	203	118	6.641	310000	NEAR BAy
-122.48	37.93	16	2947	802	1385	743	3.6731	318000	NEAR BAy
-122.46	37.88	35	2492	409	812	373	8.8386	500001	NEAR BAy
-122.47	37.87	36	4471	618	1315	582	11.5706	500001	NEAR BAy
-122.45	37.91	27	2682	382	935	369	10.0791	500001	NEAR BAy
-122.5	37.91	31	7001	1282	2755	1267	5.4851	441100	NEAR BAy
-122.49	37.89	23	1650	403	541	336	6.0238	500001	NEAR BAy
-122.47	37.89	23	10774	1736	3895	1683	7.2905	500001	NEAR BAy
-122.45	37.9	30	3763	717	1292	632	8.4888	500001	NEAR BAy
-122.5	37.88	28	5448	1089	2100	1023	4.7475	474600	NEAR BAy
-122.51	37.89	27	2674	565	1233	547	3.4485	458300	NEAR BAy
-122.53	37.91	37	2524	398	999	417	7.9892	500001	NEAR BAy
-122.53	37.9	44	2846	551	1232	537	3.8839	327200	NEAR BAy
-122.54	37.9	48	2491	460	937	455	4.4375	370000	NEAR BAy
-122.54	37.91	48	2924	489	1159	505	5.6302	489000	NEAR BAy
-122.55	37.92	52	2303	350	859	359	6.1085	500001	NEAR BAy
-122.52	37.91	30	4174	739	1818	705	5.5951	402900	NEAR BAy
-122.52	37.89	17	4363	1041	1640	989	3.9531	417600	NEAR BAy
-122.52	37.9	16	1704	402	689	348	4.4239	267100	NEAR BAy
-122.54	37.9	41	3170	622	1091	528	3.7813	389200	NEAR BAy
-122.55	37.9	34	1431	224	503	220	7.9606	453400	NEAR BAy
-122.56	37.9	48	1550	253	641	276	8.634	463500	NEAR BAy
-122.56	37.91	52	1972	327	755	345	7.1924	500001	NEAR BAy
-122.56	37.92	37	1926	290	721	298	8.9248	500001	NEAR BAy
-122.55	37.91	48	1283	278	567	255	3.2794	460000	NEAR BAy
-122.53	37.88	25	4921	866	1913	834	6.8742	413100	NEAR BAy
-122.54	37.88	30	4382	732	1775	745	6.7809	414400	NEAR BAy
-122.53	37.87	20	1814	282	658	253	7.9977	400000	NEAR BAy
-122.53	37.88	36	2688	485	1064	449	4.4583	308600	NEAR BAy
-122.56	37.9	36	1760	283	562	246	6.7546	402400	NEAR BAy
-122.54	37.89	33	4971	836	1907	795	6.1275	424400	NEAR BAy
-122.53	37.89	35	4127	689	1596	707	5.9073	400400	NEAR BAy
-122.56	37.9	24	221	41	75	38	5.1292	362500	NEAR BAy
-122.51	37.87	21	3904	980	1949	919	2.862	258400	NEAR BAy
-122.47	37.85	19	1926	593	881	546	2.9145	140400	NEAR BAy
-122.5	37.87	17	4333	947	1650	919	6.3066	346100	NEAR BAy
-122.49	37.86	35	2729	538	969	528	6.7669	500001	NEAR BAy
-122.49	37.86	52	2175	510	809	503	4.5398	442000	NEAR BAy
-122.48	37.86	52	3914	752	1177	670	6.2113	500001	NEAR BAy
-122.48	37.85	42	6297	1307	2096	1205	6.4752	500001	NEAR BAy
-122.49	37.85	38	240	29	63	34	12.2547	500001	NEAR BAy
-122.52	37.88	52	176	50	88	46	3.8068	275000	NEAR BAy
-122.53	37.86	38	1183	196	628	205	3.75	478600	NEAR BAy
-122.29	38.3	52	144	54	89	48	1.0096	162500	NEAR BAy
-122.29	38.3	52	935	224	315	207	1.8287	146900	NEAR BAy
-122.3	38.3	21	1108	269	524	274	2.7619	154600	NEAR BAy
-122.3	38.3	52	1128	207	450	197	3.3542	154600	NEAR BAy
-122.29	38.3	52	1219	288	847	283	1.6691	183300	NEAR BAy
-122.28	38.29	23	1398	388	1112	406	2.2366	140200	NEAR BAy
-122.29	38.29	52	3217	742	1670	671	2.4398	163100	NEAR BAy
-122.3	38.29	48	2278	477	1219	453	2.9643	154000	NEAR BAy
-122.3	38.29	40	1739	318	744	312	2.6518	156100	NEAR BAy
-122.29	38.28	38	2308	425	1272	406	3.6083	134200	NEAR BAy
-122.26	38.29	10	969	160	482	180	6.5799	218100	NEAR BAy
-122.27	38.29	36	1446	306	678	295	2.8409	153000	NEAR BAy
-122.28	38.3	23	526	152	245	130	2.0134	142500	NEAR BAy
-122.28	38.29	19	531	112	139	80	1.9875	325000	NEAR BAy
-122.27	38.29	20	3870	795	2088	774	3.3021	152700	NEAR BAy
-122.26	38.28	24	2831	502	1462	503	4.5	158300	NEAR BAy
-122.27	38.28	37	1170	303	766	302	2.6618	136200	NEAR BAy
-122.26	38.31	33	4518	704	1776	669	5.2444	281100	NEAR BAy
-122.27	38.32	31	1267	319	545	297	1.9946	206800	NEAR BAy
-122.27	38.31	44	3030	589	1373	582	2.9054	155200	NEAR BAy
-122.28	38.32	12	4609	1005	2293	960	3.4543	194500	NEAR BAy
-122.29	38.32	23	4312	993	2317	934	2.7667	153200	NEAR BAy
-122.3	38.32	20	2063	486	1045	460	2.5035	153200	NEAR BAy
-122.3	38.31	34	1797	395	1162	407	3.455	137500	NEAR BAy
-122.29	38.31	25	4927	1005	2756	998	2.7325	162900	NEAR BAy
-122.28	38.31	52	58	18	48	22	1.76	166700	NEAR BAy
-122.29	38.31	45	3075	754	1635	723	2.2721	139800	NEAR BAy
-122.3	38.3	44	3690	809	1922	736	2.6346	139800	NEAR BAy
-122.31	38.34	19	4187	684	1827	605	4.5293	210400	NEAR BAy
-122.31	38.33	21	1922	344	1051	342	3.6042	183300	NEAR BAy
-122.3	38.33	15	4741	956	2043	856	4.1862	183600	NEAR BAy
-122.31	38.33	26	2155	339	956	365	4.0132	174700	NEAR BAy
-122.31	38.32	33	2463	421	1235	465	3.7045	161500	NEAR BAy
-122.32	38.33	17	851	118	370	123	5.0877	209300	NEAR BAy
-122.33	38.33	15	3193	468	1303	426	5.3017	202600	NEAR BAy
-122.32	38.32	19	2922	417	1221	442	5.8002	238700	NEAR BAy
-122.32	38.32	22	2483	528	1478	492	4.0878	164400	NEAR BAy
-122.31	38.32	35	3997	762	2074	703	3.285	138100	NEAR BAy
-122.32	38.32	26	2710	498	1439	484	5	175200	NEAR BAy
-122.33	38.31	14	6778	947	2768	1014	6.1953	258900	NEAR BAy
-122.31	38.3	25	3883	740	1641	676	3.9	187300	NEAR BAy
-122.31	38.31	32	2577	458	1172	447	3.8796	175500	NEAR BAy
-122.31	38.3	45	3023	659	1789	657	3.6039	126000	NEAR BAy
-122.32	38.29	21	1607	356	834	352	2.3787	177900	NEAR BAy
-122.33	38.29	14	3541	499	1577	459	5.3351	269900	NEAR BAy
-122.3	38.29	20	1789	434	1113	398	2.4728	139700	NEAR BAy
-122.3	38.29	25	1701	427	1021	399	3.0404	142100	NEAR BAy
-122.3	38.28	31	1633	316	944	300	3.3977	158700	NEAR BAy
-122.31	38.27	34	1748	284	783	303	4.3585	194400	NEAR BAy
-122.3	38.27	4	1051	263	455	248	3.6389	130200	NEAR BAy
-122.3	38.25	18	3548	880	1476	699	3.7188	163400	NEAR BAy
-122.21	38.28	35	1273	210	555	181	4.4861	269300	NEAR BAy
-122.24	38.25	33	213	36	91	33	4.9167	187500	NEAR BAy
-122.28	38.22	42	106	18	40	25	7.5197	275000	NEAR BAy
-122.29	38.19	13	7065	1259	3864	1221	4.7472	148600	NEAR BAy
-122.25	38.17	34	778	137	406	136	4.2955	121300	NEAR BAy
-122.25	38.16	17	4459	944	1812	888	2.9375	106700	NEAR BAy
-122.26	38.16	23	2840	491	1586	466	4.0337	130400	NEAR BAy
-122.37	38.33	29	1868	291	764	284	4.825	195100	NEAR BAy
-122.35	38.3	18	3735	557	1504	521	5.6304	243100	NEAR BAy
-122.33	38.21	33	2017	370	949	342	4.625	228600	NEAR BAy
-122.28	38.34	44	1066	190	416	174	3.6389	304000	NEAR BAy
-122.26	38.33	34	2048	316	780	267	5.815	339200	NEAR BAy
-122.23	38.33	31	3440	574	1538	537	5.5368	325900	NEAR BAy
-122.24	38.31	38	1938	301	823	285	6.1089	280800	NEAR BAy
-122.41	37.81	25	1178	545	592	441	3.6728	500001	NEAR BAy
-122.41	37.81	31	3991	1311	2305	1201	1.8981	500001	NEAR BAy
-122.42	37.81	52	1314	317	473	250	4.3472	500001	NEAR BAy
-122.42	37.8	52	2852	581	838	510	8.0755	500001	NEAR BAy
-122.42	37.8	52	4985	1355	1848	1255	4.9211	500001	NEAR BAy
-122.42	37.8	50	2494	731	958	712	3.2356	500001	NEAR BAy
-122.42	37.8	52	741	170	277	165	4.4712	500001	NEAR BAy
-122.41	37.8	52	2583	672	1335	613	3.1477	500001	NEAR BAy
-122.41	37.8	52	2618	611	1328	559	4.1607	350000	NEAR BAy
-122.41	37.8	52	3278	775	1279	709	5.4378	500001	NEAR BAy
-122.41	37.8	52	812	252	629	247	2.5875	500001	NEAR BAy
-122.41	37.8	52	4088	946	1906	863	3.6065	433300	NEAR BAy
-122.41	37.8	52	1288	309	437	272	6.3245	500001	NEAR BAy
-122.4	37.8	52	1860	575	679	448	4.775	500001	NEAR BAy
-122.4	37.8	52	2094	568	920	503	4.2015	412500	NEAR BAy
-122.4	37.81	12	1349	349	536	334	7.7852	250000	NEAR BAy
-122.41	37.8	52	2450	741	1415	664	2.8229	375000	NEAR BAy
-122.4	37.8	52	1642	570	1432	513	1.9063	300000	NEAR BAy
-122.41	37.8	52	1394	395	1700	400	2.75	168800	NEAR BAy
-122.41	37.8	52	1724	416	1016	395	3.3839	400000	NEAR BAy
-122.41	37.8	52	1866	748	2957	710	1.8295	243800	NEAR BAy
-122.41	37.8	30	1821	738	1648	684	0.8836	450000	NEAR BAy
-122.41	37.8	52	3697	837	1446	711	5.866	500001	NEAR BAy
-122.41	37.8	52	2892	751	1785	733	3.5746	350000	NEAR BAy
-122.41	37.79	52	3598	1011	2062	966	2.9871	380000	NEAR BAy
-122.42	37.8	52	2797	685	1156	651	4.3472	500001	NEAR BAy
-122.42	37.8	52	3823	1040	1830	977	4.2458	450000	NEAR BAy
-122.42	37.8	52	3321	1115	1576	1034	2.0987	458300	NEAR BAy
-122.42	37.8	52	1777	486	932	427	3.3643	420000	NEAR BAy
-122.42	37.8	52	3067	870	2122	850	2.5603	287500	NEAR BAy
-122.42	37.79	52	3457	1021	2286	994	2.565	225000	NEAR BAy
-122.42	37.79	52	3364	1100	2112	1045	2.1343	400000	NEAR BAy
-122.42	37.79	52	3511	1232	2452	1131	2.5013	275000	NEAR BAy
-122.41	37.79	52	2909	851	1711	830	3.0296	500001	NEAR BAy
-122.41	37.79	52	3302	869	1178	727	3.3681	500001	NEAR BAy
-122.41	37.79	52	2161	544	904	431	3.5066	350000	NEAR BAy
-122.41	37.8	52	1999	642	1846	620	1.9145	225000	NEAR BAy
-122.41	37.79	52	2302	938	1515	861	1.3668	55000	NEAR BAy
-122.41	37.8	52	3260	1535	3260	1457	0.9	500001	NEAR BAy
-122.39	37.8	25	4561	1474	1525	1169	4.5581	500001	NEAR BAy
-122.4	37.79	52	1185	660	1007	623	1.4552	450000	NEAR BAy
-122.41	37.79	52	1436	738	1688	662	1.5156	237500	NEAR BAy
-122.41	37.79	52	3610	1286	1504	1047	3.2059	500001	NEAR BAy
-122.41	37.79	52	6016	2509	3436	2119	2.5166	275000	NEAR BAy
-122.42	37.79	52	2737	1241	1761	1029	1.8068	225000	NEAR BAy
-122.41	37.79	52	5783	2747	4518	2538	1.724	225000	NEAR BAy
-122.42	37.78	26	812	507	628	445	2.3304	500001	NEAR BAy
-122.42	37.78	27	1728	884	1211	752	0.8543	500001	NEAR BAy
-122.43	37.81	39	3275	837	1137	725	3.7679	500001	NEAR BAy
-122.44	37.8	52	1724	412	540	319	4.2857	500001	NEAR BAy
-122.43	37.81	52	4309	942	1297	798	4.6781	500001	NEAR BAy
-122.45	37.81	52	1375	322	287	184	3.9028	500001	NEAR BAy
-122.44	37.8	52	2869	594	500	335	5.0376	500001	NEAR BAy
-122.44	37.8	52	3257	735	1045	620	4.5523	500001	NEAR BAy
-122.44	37.8	52	1580	470	714	448	3.2447	500001	NEAR BAy
